"ensembl_id","mean_counts_SOD1_A4V_.","mean_counts_SOD1_._.","hgnc_symbol"
"ENSG00000164330",90.42247801,155.9497186,"EBF1"
"ENSG00000164331",243.5674905,270.6434227,"ANKRA2"
"ENSG00000164332",350.5236692,348.9186634,"UBLCP1"
"ENSG00000164338",83.54073081,66.5992514,"UTP15"
"ENSG00000164346",467.2794793,860.9053246,"NSA2"
"ENSG00000164347",446.5102435,515.3676563,"GFM2"
"ENSG00000164366",143.7312043,224.5360431,"CCDC127"
"ENSG00000164398",154.4690502,138.7792091,"ACSL6"
"ENSG00000164402",486.9465927,358.2407986,"SEPT8"
"ENSG00000164403",7.054701949,13.74789466,"SHROOM1"
"ENSG00000164405",407.5064927,923.5045596,"UQCRQ"
"ENSG00000164414",153.6005496,147.6859904,"SLC35A1"
"ENSG00000164418",188.2790944,173.9003269,"GRIK2"
"ENSG00000164434",28.00327935,42.46380287,"FABP7"
"ENSG00000164440",258.5861053,79.6452505,"TXLNB"
"ENSG00000164442",928.9304684,689.4536551,"CITED2"
"ENSG00000164463",136.7978366,73.12090645,"CREBRF"
"ENSG00000164465",121.6850278,59.60973567,"DCBLD1"
"ENSG00000164466",861.6419228,967.9463577,"SFXN1"
"ENSG00000164483",8.569787872,17.31804722,"SAMD3"
"ENSG00000164484",351.7045523,385.5964517,"TMEM200A"
"ENSG00000164488",492.5769464,548.9309118,"DACT2"
"ENSG00000164494",85.9940312,92.41927197,"PDSS2"
"ENSG00000164506",388.0612945,235.0219815,"STXBP5"
"ENSG00000164512",41.37642714,70.03180705,"ANKRD55"
"ENSG00000164535",226.3111038,356.4403374,"DAGLB"
"ENSG00000164542",461.9418217,629.9867145,"KIAA0895"
"ENSG00000164543",205.755533,184.6808313,"STK17A"
"ENSG00000164548",1060.618949,636.8415323,"TRA2A"
"ENSG00000164574",151.3401609,122.3534783,"GALNT10"
"ENSG00000164576",87.3026354,75.818798,"SAP30L"
"ENSG00000164587",1959.523098,3391.493339,"RPS14"
"ENSG00000164588",33.43060779,88.66756115,"HCN1"
"ENSG00000164597",369.7887293,351.7745005,"COG5"
"ENSG00000164603",186.5194765,220.7065241,"BMT2"
"ENSG00000164604",140.7345594,212.8208175,"GPR85"
"ENSG00000164609",422.2443885,473.6152168,"SLU7"
"ENSG00000164610",113.3171982,149.3860904,"RP9"
"ENSG00000164611",75.69815232,127.5675711,"PTTG1"
"ENSG00000164615",428.407973,734.1274521,"CAMLG"
"ENSG00000164619",55.00315371,88.06834985,"BMPER"
"ENSG00000164620",49.41644062,111.4017578,"RELL2"
"ENSG00000164627",45.55581853,26.27914974,"KIF6"
"ENSG00000164631",247.446206,153.4505125,"ZNF12"
"ENSG00000164638",385.5545103,394.3087214,"SLC29A4"
"ENSG00000164649",29.04925804,6.796848867,"CDCA7L"
"ENSG00000164654",203.7106726,233.7488349,"MIOS"
"ENSG00000164659",543.8442688,387.1798129,"KIAA1324L"
"ENSG00000164663",164.6662116,79.04464995,"USP49"
"ENSG00000164674",21.52092549,21.88106253,"SYTL3"
"ENSG00000164675",129.6308471,72.065542,"IQUB"
"ENSG00000164683",142.8400869,87.7017062,"HEY1"
"ENSG00000164684",373.2409113,229.489973,"ZNF704"
"ENSG00000164687",178.3065082,406.1209006,"FABP5"
"ENSG00000164690",1998.081155,591.8876854,"SHH"
"ENSG00000164694",49.96430847,5.675856952,"FNDC1"
"ENSG00000164713",253.8072256,372.3947521,"BRI3"
"ENSG00000164715",420.1252909,279.4167934,"LMTK2"
"ENSG00000164733",2256.068043,3596.618959,"CTSB"
"ENSG00000164741",998.1111468,696.4732814,"DLC1"
"ENSG00000164742",980.5812245,909.8665115,"ADCY1"
"ENSG00000164743",37.14089195,50.5010236,"C8orf48"
"ENSG00000164746",125.2920711,65.54574932,"C7orf57"
"ENSG00000164749",11.38895463,6.672971605,"HNF4G"
"ENSG00000164751",295.2017462,391.5522629,"PEX2"
"ENSG00000164754",1566.517153,1475.415126,"RAD21"
"ENSG00000164758",45.34933681,81.03005207,"MED30"
"ENSG00000164764",14.16102433,4.738309566,"SBSPON"
"ENSG00000164794",81.4823004,210.7419296,"KCNV1"
"ENSG00000164796",132.4364438,132.9102902,"CSMD3"
"ENSG00000164808",260.2198655,231.548896,"SPIDR"
"ENSG00000164815",151.3021105,224.4223282,"ORC5"
"ENSG00000164818",220.845725,150.2572377,"DNAAF5"
"ENSG00000164823",93.57398418,106.3728222,"OSGIN2"
"ENSG00000164828",1360.509904,734.8756382,"SUN1"
"ENSG00000164830",298.9120303,477.9719891,"OXR1"
"ENSG00000164841",21.3660642,24.22192792,"TMEM74"
"ENSG00000164877",136.2544922,70.22295264,"MICALL2"
"ENSG00000164880",1045.737102,1018.715987,"INTS1"
"ENSG00000164885",199.8319571,586.2928997,"CDK5"
"ENSG00000164889",701.4448683,547.7500948,"SLC4A2"
"ENSG00000164896",376.0401212,431.0982302,"FASTK"
"ENSG00000164897",296.3663992,285.9805412,"TMUB1"
"ENSG00000164898",19.0676251,26.46942707,"FMC1"
"ENSG00000164900",0.783353176,51.04887197,"GBX1"
"ENSG00000164902",377.6738815,346.5001582,"PHAX"
"ENSG00000164904",539.2609607,401.5464471,"ALDH7A1"
"ENSG00000164916",464.6242206,196.3404181,"FOXK1"
"ENSG00000164919",703.7651277,1338.672982,"COX6C"
"ENSG00000164924",7850.939508,11052.34645,"YWHAZ"
"ENSG00000164929",1145.31476,3422.214963,"BAALC"
"ENSG00000164930",243.8391627,159.2830693,"FZD6"
"ENSG00000164932",15.61544309,49.04540263,"CTHRC1"
"ENSG00000164933",133.8347187,196.5467807,"SLC25A32"
"ENSG00000164934",344.6091401,409.0368499,"DCAF13"
"ENSG00000164938",1547.186106,621.368487,"TP53INP1"
"ENSG00000164941",400.7931769,383.4585112,"INTS8"
"ENSG00000164944",410.5592814,342.3057862,"VIRMA"
"ENSG00000164946",947.7588814,548.9778252,"FREM1"
"ENSG00000164951",410.9940651,563.8402335,"PDP1"
"ENSG00000164953",618.6784439,267.1101533,"TMEM67"
"ENSG00000164961",274.6009417,287.291643,"WASHC5"
"ENSG00000164967",73.40875996,136.7924054,"RPP25L"
"ENSG00000164970",1063.237225,1431.81299,"FAM219A"
"ENSG00000164972",266.6415522,371.9531266,"C9orf24"
"ENSG00000164975",716.9815508,470.1861227,"SNAPC3"
"ENSG00000164976",96.33700714,44.01134679,"MYORG"
"ENSG00000164978",183.2602061,348.9480067,"NUDT2"
"ENSG00000164983",964.0084066,552.7759951,"TMEM65"
"ENSG00000164985",881.0591842,801.4989276,"PSIP1"
"ENSG00000164989",54.90895958,35.0766115,"CCDC171"
"ENSG00000165006",453.4888447,577.2731044,"UBAP1"
"ENSG00000165023",335.3882435,593.2314849,"DIRAS2"
"ENSG00000165025",23.92712881,68.94990793,"SYK"
"ENSG00000165028",18.80952296,25.11605884,"NIPSNAP3B"
"ENSG00000165029",1135.131966,985.8627541,"ABCA1"
"ENSG00000165030",220.2797637,465.3572077,"NFIL3"
"ENSG00000165046",60.60343689,71.34322603,"LETM2"
"ENSG00000165055",321.1936922,316.9428172,"METTL2B"
"ENSG00000165060",48.6376108,65.11664034,"FXN"
"ENSG00000165061",60.82348871,16.1415902,"ZMAT4"
"ENSG00000165084",907.4095429,432.4887208,"C8orf34"
"ENSG00000165097",183.0627711,255.8569497,"KDM1B"
"ENSG00000165102",846.0192964,716.6530346,"HGSNAT"
"ENSG00000165105",70.10691587,35.35254157,"RASEF"
"ENSG00000165113",108.5699821,162.5292043,"GKAP1"
"ENSG00000165115",213.0257634,99.07948787,"KIF27"
"ENSG00000165119",4352.958666,4801.962198,"HNRNPK"
"ENSG00000165124",53.6519758,38.26459246,"SVEP1"
"ENSG00000165138",210.7137542,92.79743708,"ANKS6"
"ENSG00000165152",473.2003952,691.6579363,"TMEM246"
"ENSG00000165156",422.2127249,374.9185951,"ZHX1"
"ENSG00000165164",88.04341488,15.95667846,"CFAP47"
"ENSG00000165169",275.0293386,428.6203793,"DYNLT3"
"ENSG00000165175",544.2907592,418.3789615,"MID1IP1"
"ENSG00000165185",705.3778642,228.8202355,"KIAA1958"
"ENSG00000165186",184.9501102,156.9340598,"PTCHD1"
"ENSG00000165194",441.8681316,494.7228104,"PCDH19"
"ENSG00000165195",56.73376808,52.35330842,"PIGA"
"ENSG00000165209",674.9133046,537.1608627,"STRBP"
"ENSG00000165219",451.3633604,372.9017596,"GAPVD1"
"ENSG00000165233",190.3800986,393.1365101,"CARD19"
"ENSG00000165238",1749.366259,969.6647153,"WNK2"
"ENSG00000165240",274.8590438,165.8266483,"ATP7A"
"ENSG00000165244",17.3415341,10.66167563,"ZNF367"
"ENSG00000165259",80.71251732,106.7593413,"HDX"
"ENSG00000165264",262.6686426,533.3166123,"NDUFB6"
"ENSG00000165271",240.5282719,337.35806,"NOL6"
"ENSG00000165272",17.49639539,19.85485499,"AQP3"
"ENSG00000165275",101.4165627,56.6423517,"TRMT10B"
"ENSG00000165280",2349.462685,3304.723771,"VCP"
"ENSG00000165282",298.8087895,288.5045392,"PIGO"
"ENSG00000165283",429.1351824,714.5041946,"STOML2"
"ENSG00000165288",287.3546443,152.692062,"BRWD3"
"ENSG00000165300",169.1353687,264.4715119,"SLITRK5"
"ENSG00000165304",37.51128169,18.42385227,"MELK"
"ENSG00000165309",883.78043,574.1412894,"ARMC3"
"ENSG00000165312",99.89695338,49.78437268,"OTUD1"
"ENSG00000165322",504.151359,302.5195138,"ARHGAP12"
"ENSG00000165323",2304.433711,434.1921388,"FAT3"
"ENSG00000165338",392.5892554,201.1413251,"HECTD2"
"ENSG00000165349",16.71756558,8.361442009,"SLC7A3"
"ENSG00000165355",124.8139171,92.07141408,"FBXO33"
"ENSG00000165359",598.5693635,219.6194747,"INTS6L"
"ENSG00000165379",517.1732774,433.7871281,"LRFN5"
"ENSG00000165389",362.8553617,423.7710917,"SPTSSA"
"ENSG00000165392",140.124161,62.66298238,"WRN"
"ENSG00000165406",373.3441522,303.2285239,"MARCH8"
"ENSG00000165410",570.8885803,905.1738219,"CFL2"
"ENSG00000165416",308.7768523,283.0651971,"SUGT1"
"ENSG00000165417",729.1131483,574.2667898,"GTF2A1"
"ENSG00000165424",70.33149105,17.91345583,"ZCCHC24"
"ENSG00000165434",3543.43874,3530.246082,"PGM2L1"
"ENSG00000165443",371.0340064,678.6780742,"PHYHIPL"
"ENSG00000165449",1687.176429,623.6097054,"SLC16A9"
"ENSG00000165458",1093.819392,419.1329802,"INPPL1"
"ENSG00000165462",11.393478,19.59919561,"PHOX2A"
"ENSG00000165475",99.05293305,248.1427878,"CRYL1"
"ENSG00000165476",551.3771247,227.0340815,"REEP3"
"ENSG00000165480",19.27863019,4.216828431,"SKA3"
"ENSG00000165487",475.5350213,519.1746949,"MICU2"
"ENSG00000165490",14.31588562,5.219608139,"DDIAS"
"ENSG00000165494",509.0534364,305.0029466,"PCF11"
"ENSG00000165495",187.6261223,132.3973305,"PKNOX2"
"ENSG00000165501",29.88423164,27.96180536,"LRR1"
"ENSG00000165502",284.02566,486.7367904,"RPL36AL"
"ENSG00000165506",266.5609282,261.4014738,"DNAAF2"
"ENSG00000165507",619.9157412,448.8950721,"DEPP1"
"ENSG00000165511",12.06906695,6.080443357,"C10orf25"
"ENSG00000165512",146.9678578,96.98146063,"ZNF22"
"ENSG00000165516",505.549634,588.9969055,"KLHDC2"
"ENSG00000165521",177.837401,64.23992364,"EML5"
"ENSG00000165525",694.1900714,504.9736533,"NEMF"
"ENSG00000165526",177.6128258,248.2982845,"RPUSD4"
"ENSG00000165527",186.1961838,188.6531214,"ARF6"
"ENSG00000165533",320.738155,207.4891292,"TTC8"
"ENSG00000165548",223.0092597,330.1344491,"TMEM63C"
"ENSG00000165555",42.99927728,12.57143764,"NOXRED1"
"ENSG00000165566",302.3615524,362.1539342,"AMER2"
"ENSG00000165568",8.87951045,12.49892332,"AKR1E2"
"ENSG00000165572",373.4564397,473.6729102,"KBTBD6"
"ENSG00000165591",11.3373342,16.86878094,"FAAH2"
"ENSG00000165609",280.2057482,214.6065286,"NUDT5"
"ENSG00000165617",192.9321164,276.9027956,"DACT1"
"ENSG00000165626",288.5264807,196.53045,"BEND7"
"ENSG00000165629",1040.971793,2562.755847,"ATP5F1C"
"ENSG00000165630",82.59799298,113.605122,"PRPF18"
"ENSG00000165632",107.8762997,81.55851574,"TAF3"
"ENSG00000165633",25.0292513,23.93945209,"VSTM4"
"ENSG00000165637",1184.592573,2275.357181,"VDAC2"
"ENSG00000165644",77.15709445,139.6528594,"COMTD1"
"ENSG00000165646",109.5779105,87.91697923,"SLC18A2"
"ENSG00000165650",446.3109451,301.1739548,"PDZD8"
"ENSG00000165655",702.2263581,332.5324746,"ZNF503"
"ENSG00000165660",205.0528038,260.9215884,"ABRAXAS2"
"ENSG00000165661",353.9332775,171.6752186,"QSOX2"
"ENSG00000165669",246.6538061,313.1259698,"FAM204A"
"ENSG00000165671",868.7120582,495.4399105,"NSD1"
"ENSG00000165672",858.3690823,1334.165702,"PRDX3"
"ENSG00000165675",441.2170229,908.095694,"ENOX2"
"ENSG00000165678",887.7842067,1196.837575,"GHITM"
"ENSG00000165684",434.8142262,220.0268458,"SNAPC4"
"ENSG00000165688",428.0421066,646.9215836,"PMPCA"
"ENSG00000165689",257.2077872,278.2400848,"SDCCAG3"
"ENSG00000165695",41.90167816,71.33253648,"AK8"
"ENSG00000165698",253.0664461,188.7256951,"SPACA9"
"ENSG00000165699",674.4803843,424.8275157,"TSC1"
"ENSG00000165704",237.2083344,493.8592269,"HPRT1"
"ENSG00000165714",48.90023632,87.43441724,"BORCS5"
"ENSG00000165716",273.5640097,329.4865036,"FAM69B"
"ENSG00000165724",135.6821441,311.6424904,"ZMYND19"
"ENSG00000165730",70.52892603,102.2003502,"STOX1"
"ENSG00000165731",482.4883458,810.0538684,"RET"
"ENSG00000165732",489.8173799,540.4861712,"DDX21"
"ENSG00000165733",368.0064945,311.7045013,"BMS1"
"ENSG00000165752",236.9773724,445.1554234,"STK32C"
"ENSG00000165757",49.68811286,26.63495411,"JCAD"
"ENSG00000165775",247.5404002,548.3732785,"FUNDC2"
"ENSG00000165782",236.4566447,422.7926786,"PIP4P1"
"ENSG00000165792",172.3158784,176.8132637,"METTL17"
"ENSG00000165795",49.36482019,101.6667903,"NDRG2"
"ENSG00000165801",744.9486432,519.4535355,"ARHGEF40"
"ENSG00000165802",1535.494612,1632.805386,"NSMF"
"ENSG00000165804",185.6935496,138.3599568,"ZNF219"
"ENSG00000165805",160.1164304,84.6883665,"C12orf50"
"ENSG00000165806",113.9502135,89.59966499,"CASP7"
"ENSG00000165810",591.8770714,130.0753289,"BTNL9"
"ENSG00000165813",428.3518292,196.9926093,"CCDC186"
"ENSG00000165819",432.2395915,341.1710747,"METTL3"
"ENSG00000165821",992.1457938,1132.090625,"SALL2"
"ENSG00000165832",319.8379909,467.2621729,"TRUB1"
"ENSG00000165861",267.9546798,367.7152434,"ZFYVE1"
"ENSG00000165863",4.91112414,10.73955554,"C10orf82"
"ENSG00000165868",1248.101391,1747.625924,"HSPA12A"
"ENSG00000165879",43.10251814,63.85643456,"FRAT1"
"ENSG00000165886",286.5893846,389.6369492,"UBTD1"
"ENSG00000165891",67.50327755,14.08041595,"E2F7"
"ENSG00000165895",89.65269493,27.20941513,"ARHGAP42"
"ENSG00000165898",104.0156776,161.157146,"ISCA2"
"ENSG00000165912",97.23264791,43.87000125,"PACSIN3"
"ENSG00000165914",323.7547568,428.3852546,"TTC7B"
"ENSG00000165915",354.7682511,278.8723162,"SLC39A13"
"ENSG00000165916",613.4658474,1208.556567,"PSMC3"
"ENSG00000165923",73.71395917,19.80197078,"AGBL2"
"ENSG00000165929",161.9167587,87.82612835,"TC2N"
"ENSG00000165934",359.5018971,348.6569438,"CPSF2"
"ENSG00000165943",873.896718,1335.045048,"MOAP1"
"ENSG00000165948",131.1233162,255.0499627,"IFI27L1"
"ENSG00000165949",29.72937036,19.00768536,"IFI27"
"ENSG00000165953",99.72213522,15.98011127,"SERPINA12"
"ENSG00000165959",62.11852282,33.18536592,"CLMN"
"ENSG00000165966",19.80388122,28.84202528,"PDZRN4"
"ENSG00000165973",58.72700796,53.81410362,"NELL1"
"ENSG00000165983",400.4491308,92.47731796,"PTER"
"ENSG00000165985",281.6620304,68.11086466,"C1QL3"
"ENSG00000165995",67.24969877,47.52836973,"CACNB2"
"ENSG00000165996",64.25757726,97.37911856,"HACD1"
"ENSG00000165997",849.8110011,797.0397217,"ARL5B"
"ENSG00000166002",26.59143429,24.68384179,"SMCO4"
"ENSG00000166004",181.2986298,121.7431106,"CEP295"
"ENSG00000166006",28.51948365,14.49183515,"KCNC2"
"ENSG00000166012",579.9192252,334.8809391,"TAF1D"
"ENSG00000166016",145.2508136,115.5814338,"ABTB2"
"ENSG00000166024",152.8307665,149.1771469,"R3HCC1L"
"ENSG00000166025",770.3320542,488.6127597,"AMOTL1"
"ENSG00000166033",431.2995136,484.0841174,"HTRA1"
"ENSG00000166037",641.4020728,555.7198682,"CEP57"
"ENSG00000166046",165.4857517,74.39609529,"TCP11L2"
"ENSG00000166068",573.941369,434.7865534,"SPRED1"
"ENSG00000166073",95.82080285,127.6641411,"GPR176"
"ENSG00000166086",1276.064486,898.9101679,"JAM3"
"ENSG00000166105",15.25410008,23.70566263,"GLB1L3"
"ENSG00000166106",2198.676509,1246.529333,"ADAMTS15"
"ENSG00000166111",469.6314023,1083.17052,"SVOP"
"ENSG00000166123",339.2986226,408.6287717,"GPT2"
"ENSG00000166128",396.2723993,477.5249272,"RAB8B"
"ENSG00000166130",145.663777,178.5001473,"IKBIP"
"ENSG00000166133",34.69211493,105.6861135,"RPUSD2"
"ENSG00000166135",328.2483941,334.5041216,"HIF1AN"
"ENSG00000166136",71.99239153,115.3107373,"NDUFB8"
"ENSG00000166140",157.0436849,204.3825854,"ZFYVE19"
"ENSG00000166145",2.664305472,17.02469049,"SPINT1"
"ENSG00000166147",815.1407065,352.9279074,"FBN1"
"ENSG00000166153",6.998558155,5.63684213,"DEPDC4"
"ENSG00000166164",495.7518659,401.3143942,"BRD7"
"ENSG00000166165",3417.286404,4815.669752,"CKB"
"ENSG00000166166",116.2441292,147.5827373,"TRMT61A"
"ENSG00000166167",609.8569407,671.8615287,"BTRC"
"ENSG00000166169",194.211717,221.7188912,"POLL"
"ENSG00000166170",297.5943794,290.088254,"BAG5"
"ENSG00000166171",299.9308688,553.9679978,"DPCD"
"ENSG00000166173",120.147325,247.0125142,"LARP6"
"ENSG00000166181",742.9490165,646.3925999,"API5"
"ENSG00000166188",163.7370438,173.9121062,"ZNF319"
"ENSG00000166189",96.4963918,223.9027094,"HPS6"
"ENSG00000166192",25.49835853,30.56409086,"SENP8"
"ENSG00000166197",875.9687185,1161.391752,"NOLC1"
"ENSG00000166199",68.54925624,116.509214,"ALKBH3"
"ENSG00000166200",594.2614545,1290.444812,"COPS2"
"ENSG00000166206",772.8188816,1116.449007,"GABRB3"
"ENSG00000166224",828.5119908,547.6865105,"SGPL1"
"ENSG00000166225",522.2291492,375.5645525,"FRS2"
"ENSG00000166226",1677.343271,3379.007567,"CCT2"
"ENSG00000166228",352.8511119,531.4814537,"PCBD1"
"ENSG00000166233",573.3509274,579.4980576,"ARIH1"
"ENSG00000166246",64.00399848,48.70186841,"C16orf71"
"ENSG00000166250",17.2428166,35.62925666,"CLMP"
"ENSG00000166257",2094.05736,2350.090049,"SCN3B"
"ENSG00000166260",281.62664,345.8033465,"COX11"
"ENSG00000166261",134.2277253,124.6909185,"ZNF202"
"ENSG00000166262",56.32532801,32.69352754,"FAM227B"
"ENSG00000166263",155.0259648,96.19694243,"STXBP4"
"ENSG00000166265",43.31804659,21.99810699,"CYYR1"
"ENSG00000166266",502.5484657,444.3369024,"CUL5"
"ENSG00000166272",548.7798732,674.7116405,"WBP1L"
"ENSG00000166275",394.5372616,426.3403269,"BORCS7"
"ENSG00000166289",9.142135964,33.23580653,"PLEKHF1"
"ENSG00000166295",352.0813288,390.4650939,"ANAPC16"
"ENSG00000166311",562.4763137,672.095,"SMPD1"
"ENSG00000166313",1615.695718,3168.240255,"APBB1"
"ENSG00000166321",16.09359705,10.56572849,"NUDT13"
"ENSG00000166326",637.6673084,423.2254353,"TRIM44"
"ENSG00000166333",24.34461562,5.172293309,"ILK"
"ENSG00000166337",282.5331909,351.8931495,"TAF10"
"ENSG00000166340",974.1158972,490.7608855,"TPP1"
"ENSG00000166341",1474.638663,1154.067551,"DCHS1"
"ENSG00000166342",202.4246853,125.4606272,"NETO1"
"ENSG00000166343",20.11360379,4.264143261,"MSS51"
"ENSG00000166347",48.16850357,95.07741773,"CYB5A"
"ENSG00000166348",303.1249487,160.2333183,"USP54"
"ENSG00000166352",153.0662519,288.4114849,"C11orf74"
"ENSG00000166359",10.81660654,9.404404279,"WDR88"
"ENSG00000166377",313.0549612,214.6443217,"ATP9B"
"ENSG00000166387",161.0120712,80.69109314,"PPFIBP2"
"ENSG00000166394",17.44477496,6.472777324,"CYB5R2"
"ENSG00000166396",2.715925901,23.91298918,"SERPINB7"
"ENSG00000166398",426.0714836,259.6274463,"KIAA0355"
"ENSG00000166401",115.4291125,182.1199741,"SERPINB8"
"ENSG00000166402",688.089814,422.5777945,"TUB"
"ENSG00000166405",490.0818688,375.850675,"RIC3"
"ENSG00000166407",129.8527623,174.958344,"LMO1"
"ENSG00000166411",90.22051966,109.248984,"IDH3A"
"ENSG00000166426",68.34277453,135.0840178,"CRABP1"
"ENSG00000166432",765.114664,176.7340601,"ZMAT1"
"ENSG00000166435",35.68194982,38.53583386,"XRRA1"
"ENSG00000166436",118.6458092,22.80332737,"TRIM66"
"ENSG00000166439",163.9996694,64.83739841,"RNF169"
"ENSG00000166441",2305.121007,3509.389345,"RPL27A"
"ENSG00000166444",455.536365,211.5520601,"ST5"
"ENSG00000166446",26.07070662,26.46244454,"CDYL2"
"ENSG00000166448",345.843507,487.2251017,"TMEM130"
"ENSG00000166450",192.5082429,60.764251,"PRTG"
"ENSG00000166451",29.25573976,18.52273383,"CENPN"
"ENSG00000166452",139.9557296,197.6380935,"AKIP1"
"ENSG00000166454",680.410347,815.8075574,"ATMIN"
"ENSG00000166455",48.2762678,42.39655845,"C16orf46"
"ENSG00000166471",347.9109841,284.8201217,"TMEM41B"
"ENSG00000166477",143.3046707,214.073472,"LEO1"
"ENSG00000166478",98.85097469,99.6921495,"ZNF143"
"ENSG00000166479",679.5780333,437.4373932,"TMX3"
"ENSG00000166482",34.69663829,29.27361948,"MFAP4"
"ENSG00000166483",211.0615271,160.9832472,"WEE1"
"ENSG00000166484",247.9533636,233.5895594,"MAPK7"
"ENSG00000166501",227.4584599,197.9048199,"PRKCB"
"ENSG00000166503",885.6243989,1368.64642,"HDGFL3"
"ENSG00000166507",249.4729729,272.1112784,"NDST2"
"ENSG00000166508",508.0409847,452.9416131,"MCM7"
"ENSG00000166526",441.6507398,337.635631,"ZNF3"
"ENSG00000166529",49.63649243,66.67611331,"ZSCAN21"
"ENSG00000166532",1824.720365,913.259784,"RIMKLB"
"ENSG00000166546",49.51968148,44.6593942,"BEAN1"
"ENSG00000166548",187.1479684,114.3930477,"TK2"
"ENSG00000166557",302.8532765,803.2177407,"TMED3"
"ENSG00000166562",450.864453,1092.88551,"SEC11C"
"ENSG00000166573",47.55358178,20.82018276,"GALR1"
"ENSG00000166575",113.1713837,96.33555734,"TMEM135"
"ENSG00000166578",79.15033434,55.73489628,"IQCD"
"ENSG00000166579",214.1297493,396.2303292,"NDEL1"
"ENSG00000166582",179.1505286,372.7304178,"CENPV"
"ENSG00000166592",2.926930985,18.33772641,"RRAD"
"ENSG00000166595",345.4957341,778.8301484,"FAM96B"
"ENSG00000166596",433.3688542,335.3397928,"CFAP52"
"ENSG00000166598",6367.828694,5428.223533,"HSP90B1"
"ENSG00000166603",68.64345037,327.2227288,"MC4R"
"ENSG00000166619",1226.330343,1702.457251,"BLCAP"
"ENSG00000166669",87.76721927,82.20842551,"ATF7IP2"
"ENSG00000166676",99.10003011,181.4469851,"TVP23A"
"ENSG00000166681",1652.872797,2355.118823,"BEX3"
"ENSG00000166685",286.83844,298.3605577,"COG1"
"ENSG00000166689",239.8236794,115.4101877,"PLEKHA7"
"ENSG00000166704",133.383705,109.1997289,"ZNF606"
"ENSG00000166707",130.0438105,122.4567854,"ZCCHC18"
"ENSG00000166710",1740.948146,3076.180062,"B2M"
"ENSG00000166716",431.6337164,348.6639502,"ZNF592"
"ENSG00000166734",1096.000223,869.4848181,"CASC4"
"ENSG00000166736",32.27686487,87.5187587,"HTR3A"
"ENSG00000166741",19.69159363,34.66983935,"NNMT"
"ENSG00000166747",1236.832704,1079.577672,"AP1G1"
"ENSG00000166750",97.12940705,60.84506534,"SLFN5"
"ENSG00000166762",56.88862937,25.92391418,"CATSPER2"
"ENSG00000166780",946.2360859,1861.592173,"C16orf45"
"ENSG00000166783",587.0545512,315.1850061,"MARF1"
"ENSG00000166788",100.4602547,97.22964665,"SAAL1"
"ENSG00000166793",18.96438424,43.58116574,"YPEL4"
"ENSG00000166794",499.6305815,1001.073731,"PPIB"
"ENSG00000166797",181.7161166,323.6218543,"FAM96A"
"ENSG00000166801",257.3626484,58.48829455,"FAM111A"
"ENSG00000166803",23.82388795,20.19577196,"PCLAF"
"ENSG00000166813",141.0668988,77.44568904,"KIF7"
"ENSG00000166821",93.00615945,87.3316373,"PEX11A"
"ENSG00000166822",340.236837,189.7729872,"TMEM170A"
"ENSG00000166823",11.59543635,37.46650435,"MESP1"
"ENSG00000166831",29.5699857,31.29871334,"RBPMS2"
"ENSG00000166833",689.9319194,262.9879368,"NAV2"
"ENSG00000166839",89.95789415,50.80369834,"ANKDD1A"
"ENSG00000166845",58.3475715,25.37333518,"C18orf54"
"ENSG00000166847",789.3797224,1162.506126,"DCTN5"
"ENSG00000166848",1486.878025,2431.285005,"TERF2IP"
"ENSG00000166851",98.74321047,36.40796007,"PLK1"
"ENSG00000166855",390.7979738,295.4696946,"CLPX"
"ENSG00000166860",175.7725838,148.5597727,"ZBTB39"
"ENSG00000166862",118.2192756,159.8379365,"CACNG2"
"ENSG00000166881",182.1045998,72.34903583,"NEMP1"
"ENSG00000166886",142.6852256,254.5310385,"NAB2"
"ENSG00000166887",1160.57391,1147.511516,"VPS39"
"ENSG00000166888",57.88751099,15.03031145,"STAT6"
"ENSG00000166889",237.6665315,157.9430796,"PATL1"
"ENSG00000166896",12.43493332,23.90103621,"ATP23"
"ENSG00000166897",232.5896359,116.9040332,"ELFN2"
"ENSG00000166900",188.8940162,238.3312765,"STX3"
"ENSG00000166902",114.4573711,126.6178254,"MRPL16"
"ENSG00000166908",255.5242699,253.4387493,"PIP4K2C"
"ENSG00000166912",210.6240834,84.93033638,"MTMR10"
"ENSG00000166913",2940.205971,4361.816858,"YWHAB"
"ENSG00000166922",528.531365,1113.085467,"SCG5"
"ENSG00000166923",10.97146783,3.545102798,"GREM1"
"ENSG00000166924",478.6548639,528.5616663,"NYAP1"
"ENSG00000166925",193.6819426,121.1858662,"TSC22D4"
"ENSG00000166938",182.7620952,184.1498107,"DIS3L"
"ENSG00000166946",317.6944131,424.2412993,"CCNDBP1"
"ENSG00000166947",11.02308826,8.307294383,"EPB42"
"ENSG00000166949",1478.34229,401.5288583,"SMAD3"
"ENSG00000166959",37.67066634,15.66170478,"MS4A8"
"ENSG00000166960",47.38967376,120.4725865,"CCDC178"
"ENSG00000166963",2406.755502,3330.191156,"MAP1A"
"ENSG00000166965",113.687588,96.89580789,"RCCD1"
"ENSG00000166971",285.1213957,297.2631484,"AKTIP"
"ENSG00000166974",1786.259162,2017.532795,"MAPRE2"
