"ensembl_id","mean_counts_SOD1_A4V_.","mean_counts_SOD1_._.","hgnc_symbol"
"ENSG00000000419",207.9371611,287.3946445,"DPM1"
"ENSG00000000457",86.15341586,100.2836837,"SCYL3"
"ENSG00000000460",77.01127989,42.46101818,"C1orf112"
"ENSG00000001036",219.6403617,203.3317723,"FUCA2"
"ENSG00000001084",207.8384436,158.495575,"GCLC"
"ENSG00000001167",300.7458856,226.4863412,"NFYA"
"ENSG00000001460",317.1827322,355.6339253,"STPG1"
"ENSG00000001461",292.9549275,274.8861515,"NIPAL3"
"ENSG00000001497",366.1391123,303.0420909,"LAS1L"
"ENSG00000001561",348.9633496,227.8903476,"ENPP4"
"ENSG00000001617",60.70667775,87.84056653,"SEMA3F"
"ENSG00000001626",104.0473412,16.27230026,"CFTR"
"ENSG00000001629",1550.256191,955.6428433,"ANKIB1"
"ENSG00000001630",30.92568697,44.98199853,"CYP51A1"
"ENSG00000001631",309.7195901,147.2991717,"KRIT1"
"ENSG00000002016",128.4209604,61.46288876,"RAD52"
"ENSG00000002330",166.8568864,318.3357743,"BAD"
"ENSG00000002549",257.6071805,276.0914131,"LAP3"
"ENSG00000002586",1678.824559,2000.755848,"CD99"
"ENSG00000002587",67.94976796,181.444895,"HS3ST1"
"ENSG00000002746",157.4901753,302.2369662,"HECW1"
"ENSG00000002822",163.4092278,293.1921212,"MAD1L1"
"ENSG00000002834",773.4907437,989.1584544,"LASP1"
"ENSG00000002919",219.6874587,420.6159572,"SNX11"
"ENSG00000002933",23.29863693,132.4680241,"TMEM176A"
"ENSG00000003056",432.3337856,452.6534191,"M6PR"
"ENSG00000003096",305.1833791,387.2851498,"KLHL13"
"ENSG00000003137",1142.301885,12.23891636,"CYP26B1"
"ENSG00000003147",131.3252746,197.917114,"ICA1"
"ENSG00000003249",338.0951226,480.137453,"DBNDD1"
"ENSG00000003393",610.4944793,418.164198,"ALS2"
"ENSG00000003402",159.5531291,50.94437942,"CFLAR"
"ENSG00000003509",263.0616491,186.017456,"NDUFAF7"
"ENSG00000003756",1975.920031,1084.843887,"RBM5"
"ENSG00000003987",179.2311526,249.123267,"MTMR7"
"ENSG00000003989",39.75810035,18.99123508,"SLC7A2"
"ENSG00000004059",615.9643814,1219.383403,"ARF5"
"ENSG00000004139",163.2208395,156.9355988,"SARM1"
"ENSG00000004142",604.2050371,945.4677486,"POLDIP2"
"ENSG00000004399",91.54269396,45.49162238,"PLXND1"
"ENSG00000004455",482.6368203,591.1092992,"AK2"
"ENSG00000004478",940.5586352,1718.872095,"FKBP4"
"ENSG00000004487",1466.012731,1830.50793,"KDM1A"
"ENSG00000004534",853.5077152,619.0971484,"RBM6"
"ENSG00000004660",73.03384685,60.08745926,"CAMKK1"
"ENSG00000004700",122.4593342,93.0988484,"RECQL"
"ENSG00000004766",338.661084,443.0139557,"VPS50"
"ENSG00000004777",863.9086983,813.5815923,"ARHGAP33"
"ENSG00000004779",387.7877589,771.108382,"NDUFAB1"
"ENSG00000004799",22.41204289,4.437970306,"PDK4"
"ENSG00000004838",537.5032062,758.4530679,"ZMYND10"
"ENSG00000004848",561.001938,243.5123128,"ARX"
"ENSG00000004864",278.0150734,373.0199719,"SLC25A13"
"ENSG00000004866",311.9483154,627.6458314,"ST7"
"ENSG00000004897",600.672231,749.6814845,"CDC27"
"ENSG00000004961",127.1078328,219.6877673,"HCCS"
"ENSG00000004975",394.4883011,387.9124462,"DVL2"
"ENSG00000005007",873.7878869,791.5162108,"UPF1"
"ENSG00000005020",2569.341463,1552.111197,"SKAP2"
"ENSG00000005022",544.6901526,924.6577034,"SLC25A5"
"ENSG00000005059",52.3859453,88.35460446,"MCUB"
"ENSG00000005075",209.5083908,335.1240404,"POLR2J"
"ENSG00000005100",481.1379644,215.4231332,"DHX33"
"ENSG00000005108",538.4730842,352.3905634,"THSD7A"
"ENSG00000005156",230.2033894,253.8496954,"LIG3"
"ENSG00000005175",274.0756907,327.4483556,"RPAP3"
"ENSG00000005189",40.22720759,56.57331669,"REXO5"
"ENSG00000005194",460.7274116,984.9879831,"CIAPIN1"
"ENSG00000005206",687.2186535,417.8577435,"SPPL2B"
"ENSG00000005238",397.3699985,386.9235962,"FAM214B"
"ENSG00000005243",2.246818669,7.374094576,"COPZ2"
"ENSG00000005249",1099.404512,1651.135233,"PRKAR2B"
"ENSG00000005302",344.8808123,363.266518,"MSL3"
"ENSG00000005339",1074.546352,592.1591483,"CREBBP"
"ENSG00000005379",847.0995986,439.4114953,"TSPOAP1"
"ENSG00000005436",202.2988276,115.7979286,"GCFC2"
"ENSG00000005448",257.344555,384.8029982,"WDR54"
"ENSG00000005469",141.9018724,134.8836436,"CROT"
"ENSG00000005483",921.8866766,515.3876701,"KMT2E"
"ENSG00000005486",1323.350123,1872.978899,"RHBDD2"
"ENSG00000005513",33.38351072,53.28620875,"SOX8"
"ENSG00000005700",579.6068427,410.9476653,"IBTK"
"ENSG00000005801",346.4629522,376.7440874,"ZNF195"
"ENSG00000005810",1337.223245,1012.384203,"MYCBP2"
"ENSG00000005812",279.9295526,255.1822117,"FBXL3"
"ENSG00000005882",94.99487597,125.1572215,"PDK2"
"ENSG00000005884",537.0133455,951.0759775,"ITGA3"
"ENSG00000005889",302.88494,144.8891216,"ZFX"
"ENSG00000005893",883.4888009,598.9050533,"LAMP2"
"ENSG00000005961",14.21264476,6.033128526,"ITGA2B"
"ENSG00000006007",1006.044193,1709.764937,"GDE1"
"ENSG00000006015",150.7297624,273.1123632,"REX1BD"
"ENSG00000006016",2.926930985,12.34184603,"CRLF1"
"ENSG00000006025",171.739007,134.3936915,"OSBPL7"
"ENSG00000006042",474.1122661,540.2488766,"TMEM98"
"ENSG00000006047",15.67611025,13.12480133,"YBX2"
"ENSG00000006062",155.575696,96.85122369,"MAP3K14"
"ENSG00000006071",326.8410724,171.750631,"ABCC8"
"ENSG00000006116",14.72884906,21.48756082,"CACNG3"
"ENSG00000006118",1808.836977,1996.05365,"TMEM132A"
"ENSG00000006125",4022.765196,6177.027921,"AP2B1"
"ENSG00000006128",5404.042502,23353.16656,"TAC1"
"ENSG00000006194",158.3568125,225.075346,"ZNF263"
"ENSG00000006210",210.5163192,197.5169771,"CX3CL1"
"ENSG00000006282",248.6379993,306.856159,"SPATA20"
"ENSG00000006327",126.9394014,234.1244784,"TNFRSF12A"
"ENSG00000006432",504.051845,469.4053355,"MAP3K9"
"ENSG00000006451",527.1711404,791.8985695,"RALA"
"ENSG00000006459",200.8398855,121.8568254,"KDM7A"
"ENSG00000006468",69.28551236,64.86649627,"ETV1"
"ENSG00000006530",318.9559202,349.5481944,"AGK"
"ENSG00000006534",212.3094641,118.6990623,"ALDH3B1"
"ENSG00000006576",202.711791,185.8600013,"PHTF2"
"ENSG00000006607",180.1313167,115.3201094,"FARP2"
"ENSG00000006625",160.6462048,216.8459316,"GGCT"
"ENSG00000006634",42.00944239,51.13373441,"DBF4"
"ENSG00000006652",585.5168484,522.1468757,"IFRD1"
"ENSG00000006695",115.8782628,156.2020245,"COX10"
"ENSG00000006704",270.7177028,328.0387875,"GTF2IRD1"
"ENSG00000006712",462.1347333,529.0244547,"PAF1"
"ENSG00000006715",878.5931103,577.9189536,"VPS41"
"ENSG00000006740",108.2466894,177.9075473,"ARHGAP44"
"ENSG00000006744",427.882722,582.3568823,"ELAC2"
"ENSG00000006756",177.7522536,149.4436872,"ARSD"
"ENSG00000006757",113.1152399,144.4532932,"PNPLA4"
"ENSG00000006831",478.3587114,307.9043256,"ADIPOR2"
"ENSG00000006837",33.95585881,43.18401108,"CDKL3"
"ENSG00000007047",524.881748,695.81576,"MARK4"
"ENSG00000007062",904.5078887,555.6604507,"PROM1"
"ENSG00000007080",441.7068836,816.618994,"CCDC124"
"ENSG00000007168",3293.878486,3723.263225,"PAFAH1B1"
"ENSG00000007174",1.515085922,158.9873771,"DNAH9"
"ENSG00000007202",1136.332535,1227.740133,"KIAA0100"
"ENSG00000007237",160.5520107,77.06669728,"GAS7"
"ENSG00000007255",67.97690815,73.75098231,"TRAPPC6A"
"ENSG00000007264",20.21684465,36.88814496,"MATK"
"ENSG00000007341",123.716318,121.9235011,"ST7L"
"ENSG00000007372",39.22832596,25.28568805,"PAX6"
"ENSG00000007376",151.2414434,244.6014461,"RPUSD1"
"ENSG00000007384",143.0556153,101.1895939,"RHBDF1"
"ENSG00000007392",1064.407994,741.585259,"LUC7L"
"ENSG00000007402",531.9726369,482.323822,"CACNA2D2"
"ENSG00000007516",4382.551254,1379.442183,"BAIAP3"
"ENSG00000007520",196.4313955,345.3974426,"TSR3"
"ENSG00000007541",948.3187263,646.1091051,"PIGQ"
"ENSG00000007545",234.0685349,135.4710216,"CRAMP1"
"ENSG00000007866",85.80111958,44.63908717,"TEAD3"
"ENSG00000007923",265.9614399,319.5812247,"DNAJC11"
"ENSG00000007944",93.93985055,44.40358508,"MYLIP"
"ENSG00000007968",17.76354427,4.271125793,"E2F2"
"ENSG00000008018",726.3972224,1263.222763,"PSMB1"
"ENSG00000008056",780.4930287,1502.573298,"SYN1"
"ENSG00000008083",238.5621722,152.8996881,"JARID2"
"ENSG00000008086",58.52052625,39.17947963,"CDKL5"
"ENSG00000008118",22.72628884,53.19197424,"CAMK1G"
"ENSG00000008128",427.6381899,357.405324,"CDK11A"
"ENSG00000008130",542.4098069,549.5792472,"NADK"
"ENSG00000008226",198.8846959,57.16974331,"DLEC1"
"ENSG00000008256",281.7498378,200.0461857,"CYTH3"
"ENSG00000008277",364.7136971,250.9286145,"ADAM22"
"ENSG00000008282",816.0661474,586.7011931,"SYPL1"
"ENSG00000008283",687.7973883,724.7339048,"CYB561"
"ENSG00000008294",3127.501873,1876.592259,"SPAG9"
"ENSG00000008300",800.6292493,856.279796,"CELSR3"
"ENSG00000008311",226.4079579,35.30620312,"AASS"
"ENSG00000008324",50.10559966,93.51779502,"SS18L2"
"ENSG00000008382",152.5545709,261.2766201,"MPND"
"ENSG00000008405",282.7396727,274.0181185,"CRY1"
"ENSG00000008441",176.8049924,98.29979037,"NFIX"
"ENSG00000008513",81.33648584,136.7203464,"ST3GAL1"
"ENSG00000008516",23.56126244,19.01335042,"MMP25"
"ENSG00000008710",3074.106677,1173.017873,"PKD1"
"ENSG00000008735",902.6000666,1256.516668,"MAPK8IP2"
"ENSG00000008838",1010.16744,992.2175283,"MED24"
"ENSG00000008853",344.3374678,479.1254094,"RHOBTB2"
"ENSG00000008869",622.5318827,570.1388843,"HEATR5B"
"ENSG00000008952",1260.935447,1251.284659,"SEC62"
"ENSG00000008988",1506.110354,2875.494561,"RPS20"
"ENSG00000009307",4236.864875,4276.766992,"CSDE1"
"ENSG00000009335",621.7349594,519.9880063,"UBE3C"
"ENSG00000009413",1596.430658,1142.178469,"REV3L"
"ENSG00000009694",2296.307498,2062.132791,"TENM1"
"ENSG00000009724",63.6381321,16.95481112,"MASP2"
"ENSG00000009780",106.0134409,59.88463002,"FAM76A"
"ENSG00000009830",823.4505288,572.8355708,"POMT2"
"ENSG00000009844",567.8855486,941.8925955,"VTA1"
"ENSG00000009954",1000.538104,759.1346655,"BAZ1B"
"ENSG00000010017",528.3384534,511.9355561,"RANBP9"
"ENSG00000010072",136.2590155,130.8649194,"SPRTN"
"ENSG00000010165",158.816873,268.0188305,"METTL13"
"ENSG00000010219",146.0812638,253.38735,"DYRK4"
"ENSG00000010244",1412.475703,1482.427602,"ZNF207"
"ENSG00000010256",857.1881992,1707.64531,"UQCRC1"
"ENSG00000010270",813.3358548,1502.788117,"STARD3NL"
"ENSG00000010278",714.9013001,296.8163195,"CD9"
"ENSG00000010292",340.8137085,224.5626974,"NCAPD2"
"ENSG00000010295",184.0661761,146.5481947,"IFFO1"
"ENSG00000010310",232.0263345,37.96449862,"GIPR"
"ENSG00000010318",29.72937036,21.72545245,"PHF7"
"ENSG00000010322",2504.47774,2609.41105,"NISCH"
"ENSG00000010361",155.2279231,146.8487554,"FUZ"
"ENSG00000010404",3331.956526,2412.089673,"IDS"
"ENSG00000010539",77.52748419,131.3806398,"ZNF200"
"ENSG00000010626",254.5480051,232.1707613,"LRRC23"
"ENSG00000010803",418.8864006,426.5713077,"SCMH1"
"ENSG00000010810",1137.533375,1222.108429,"FYN"
"ENSG00000010818",773.5061772,558.3341794,"HIVEP2"
"ENSG00000011007",389.1796471,388.9155919,"ELOA"
"ENSG00000011009",758.8018084,1124.198356,"LYPLA2"
"ENSG00000011021",619.1693715,548.6735761,"CLCN6"
"ENSG00000011028",1190.510559,695.4814295,"MRC2"
"ENSG00000011052",12.43493332,14.6336299,"NME1-NME2"
"ENSG00000011105",344.0929358,502.1850367,"TSPAN9"
"ENSG00000011114",359.5018971,169.9170425,"BTBD7"
"ENSG00000011132",59.72136622,88.26205242,"APBA3"
"ENSG00000011143",217.9794612,248.9681239,"MKS1"
"ENSG00000011198",87.92208056,126.6370604,"ABHD5"
"ENSG00000011201",470.8205356,500.5441868,"ANOS1"
"ENSG00000011243",914.6680667,705.2366864,"AKAP8L"
"ENSG00000011258",326.4597725,251.4762767,"MBTD1"
"ENSG00000011260",205.9529679,412.6874393,"UTP18"
"ENSG00000011275",887.3874733,666.7309569,"RNF216"
"ENSG00000011295",584.8974033,614.3892427,"TTC19"
"ENSG00000011304",1298.851442,934.0055757,"PTBP1"
"ENSG00000011332",179.2872964,298.7443702,"DPF1"
"ENSG00000011347",303.115902,421.4951768,"SYT7"
"ENSG00000011376",284.4748104,334.1298008,"LARS2"
"ENSG00000011405",725.7940073,276.7493349,"PIK3C2A"
"ENSG00000011426",101.3513721,29.88523296,"ANLN"
"ENSG00000011451",925.4684431,818.6231163,"WIZ"
"ENSG00000011454",1075.511706,708.5510609,"RABGAP1"
"ENSG00000011465",781.6012676,2008.151268,"DCN"
"ENSG00000011478",44.30335812,85.8440558,"QPCTL"
"ENSG00000011485",890.8189019,1244.278878,"PPP5C"
"ENSG00000011523",394.2121055,419.2655296,"CEP68"
"ENSG00000011566",561.2573802,515.0257993,"MAP4K3"
"ENSG00000011638",96.65125309,216.3484698,"TMEM159"
"ENSG00000011677",253.7266015,391.0066845,"GABRA3"
"ENSG00000012048",73.24485194,36.7196835,"BRCA1"
"ENSG00000012061",326.919833,400.3941175,"ERCC1"
"ENSG00000012174",551.2331736,472.9011592,"MBTPS2"
"ENSG00000012232",929.1497237,1120.291118,"EXTL3"
"ENSG00000012660",990.3265756,707.862807,"ELOVL5"
"ENSG00000012822",605.9473581,587.497394,"CALCOCO1"
"ENSG00000012963",239.4216261,355.6965351,"UBR7"
"ENSG00000012983",695.7722113,527.8091627,"MAP4K5"
"ENSG00000013016",233.9091502,255.1010563,"EHD3"
"ENSG00000013275",600.8334791,1063.417564,"PSMC4"
"ENSG00000013288",441.085575,352.3136174,"MAN2B2"
"ENSG00000013293",44.0968764,83.06841637,"SLC7A14"
"ENSG00000013297",68.42792192,18.80895829,"CLDN11"
"ENSG00000013306",270.3183094,342.0048657,"SLC25A39"
"ENSG00000013364",115.5504468,226.102744,"MVP"
"ENSG00000013374",464.7700352,464.2144956,"NUB1"
"ENSG00000013375",532.0939712,425.2063037,"PGM3"
"ENSG00000013392",107.7350085,156.4413292,"RWDD2A"
"ENSG00000013441",1085.505046,880.4484633,"CLK1"
"ENSG00000013503",123.8195588,147.8338037,"POLR3B"
"ENSG00000013523",380.829911,207.7044022,"ANGEL1"
"ENSG00000013561",430.3831194,655.3012674,"RNF14"
"ENSG00000013563",38.92312675,33.95855401,"DNASE1L1"
"ENSG00000013573",139.3453312,60.84258012,"DDX11"
"ENSG00000013583",101.4727065,102.1147391,"HEBP1"
"ENSG00000013588",20.27298845,2.250283838,"GPRC5A"
"ENSG00000013619",97.27069824,43.50373504,"MAMLD1"
"ENSG00000013810",146.9633345,57.90406631,"TACC3"
"ENSG00000014123",358.6714469,193.4536748,"UFL1"
"ENSG00000014138",63.00964022,67.89973542,"POLA2"
"ENSG00000014164",188.5462433,223.3112949,"ZC3H3"
"ENSG00000014216",1015.279726,1743.330888,"CAPN1"
"ENSG00000014641",1089.925513,2089.786477,"MDH1"
"ENSG00000014824",919.6127178,1084.554662,"SLC30A9"
"ENSG00000014914",39.34513692,13.84120684,"MTMR11"
"ENSG00000014919",364.6756468,295.0304825,"COX15"
"ENSG00000015133",315.5553587,217.9440356,"CCDC88C"
"ENSG00000015153",183.7899805,263.635403,"YAF2"
"ENSG00000015171",514.213616,427.550846,"ZMYND11"
"ENSG00000015285",13.26990693,3.364293221,"WAS"
"ENSG00000015475",114.6638528,220.3646131,"BID"
"ENSG00000015479",5344.435258,6771.918139,"MATR3"
"ENSG00000015532",189.675506,178.3316859,"XYLT2"
"ENSG00000015592",1536.165151,3249.669409,"STMN4"
"ENSG00000015676",807.0780762,1641.345129,"NUDCD3"
"ENSG00000016082",124.0060837,228.4173441,"ISL1"
"ENSG00000016864",645.1014468,645.9648022,"GLT8D1"
"ENSG00000017260",2218.853184,3030.871105,"ATP2C1"
"ENSG00000017427",8.147777704,11.38056636,"IGF1"
"ENSG00000017797",338.18293,394.8000211,"RALBP1"
"ENSG00000018189",2867.53533,3804.763808,"RUFY3"
"ENSG00000018236",813.905543,1099.088711,"CNTN1"
"ENSG00000018408",539.4086387,270.8989501,"WWTR1"
"ENSG00000018510",817.8973427,682.5171025,"AGPS"
"ENSG00000018610",141.897349,201.1026939,"CXorf56"
"ENSG00000018625",27.64645971,9.408751857,"ATP1A2"
"ENSG00000018699",93.82756296,172.4623301,"TTC27"
"ENSG00000018869",35.68194982,30.88234761,"ZNF582"
"ENSG00000019144",947.4467692,915.6636524,"PHLDB1"
"ENSG00000019485",44.35950192,19.03854991,"PRDM11"
"ENSG00000019505",340.2522705,586.2289796,"SYT13"
"ENSG00000019582",0.731732746,10.34458662,"CD74"
"ENSG00000019991",5.849338605,11.37094887,"HGF"
"ENSG00000019995",538.1923652,453.8828383,"ZRANB1"
"ENSG00000020129",891.7996901,980.7594595,"NCDN"
"ENSG00000020181",55.37354345,21.96172713,"ADGRA2"
"ENSG00000020256",203.1808983,198.9766825,"ZFP64"
"ENSG00000020426",113.1623369,115.606729,"MNAT1"
"ENSG00000020577",262.6976462,205.5814395,"SAMD4A"
"ENSG00000020922",83.2781053,31.82252995,"MRE11"
"ENSG00000021300",53.44097072,44.35246756,"PLEKHB1"
"ENSG00000021355",48.00459555,37.49023663,"SERPINB1"
"ENSG00000021574",827.7512545,740.030092,"SPAST"
"ENSG00000021645",772.0682588,707.2698659,"NRXN3"
"ENSG00000021762",327.3908037,429.6398245,"OSBPL5"
"ENSG00000021776",363.8271031,322.7543547,"AQR"
"ENSG00000021826",14.57851113,7.990055635,"CPS1"
"ENSG00000022267",2597.56239,2085.495264,"FHL1"
"ENSG00000022277",431.8710652,688.7262792,"RTF2"
"ENSG00000022355",30.03456957,73.13174573,"GABRA1"
"ENSG00000022556",50.72956818,0,"NLRP2"
"ENSG00000022567",147.3337242,141.4398702,"SLC45A4"
"ENSG00000022840",1355.992854,1674.010254,"RNF10"
"ENSG00000022976",102.3502538,86.20341745,"ZNF839"
"ENSG00000023041",334.4545524,322.4581592,"ZDHHC6"
"ENSG00000023171",125.7521316,162.0818243,"GRAMD1B"
"ENSG00000023191",547.19055,854.2856146,"RNH1"
"ENSG00000023228",568.6082347,651.9664079,"NDUFS1"
"ENSG00000023287",721.0060809,993.3436102,"RB1CC1"
"ENSG00000023318",530.0581576,396.3656323,"ERP44"
"ENSG00000023330",260.0043371,671.2029831,"ALAS1"
"ENSG00000023516",1602.968089,924.9879618,"AKAP11"
"ENSG00000023572",47.90135469,66.76229322,"GLRX2"
"ENSG00000023608",75.18647139,64.23261772,"SNAPC1"
"ENSG00000023697",71.37294637,87.07627739,"DERA"
"ENSG00000023734",1499.935063,2115.146062,"STRAP"
"ENSG00000023902",377.0653465,532.8625607,"PLEKHO1"
"ENSG00000023909",158.4600533,66.93485685,"GCLM"
"ENSG00000024048",571.9978861,319.2887726,"UBR2"
"ENSG00000024422",7.312804098,8.519986515,"EHD2"
"ENSG00000024526",29.9874725,7.514422118,"DEPDC1"
"ENSG00000024862",26.85858316,25.31073781,"CCDC28A"
"ENSG00000025039",862.6977447,469.1429504,"RRAGD"
"ENSG00000025156",330.1564866,408.2025733,"HSF2"
"ENSG00000025293",304.5703207,285.4637674,"PHF20"
"ENSG00000025434",34.37786898,33.60431254,"NR1H3"
"ENSG00000025708",51.93945489,15.56024233,"TYMP"
"ENSG00000025770",399.241904,609.5234081,"NCAPH2"
"ENSG00000025772",169.1598489,254.423258,"TOMM34"
"ENSG00000025796",938.9203516,620.3786376,"SEC63"
"ENSG00000025800",644.3000002,594.0535259,"KPNA6"
"ENSG00000026025",17488.73202,11822.97268,"VIM"
"ENSG00000026036",23.40640115,7.258367586,"RTEL1-TNFRSF6B"
"ENSG00000026103",270.2712124,321.1264394,"FAS"
"ENSG00000026297",78.6812271,103.3255639,"RNASET2"
"ENSG00000026508",265.4207554,286.5482713,"CD44"
"ENSG00000026559",134.4523005,81.24197161,"KCNG1"
"ENSG00000026652",1438.225777,848.6054464,"AGPAT4"
"ENSG00000026950",151.6589302,114.2808001,"BTN3A1"
"ENSG00000027001",202.6982209,235.0546783,"MIPEP"
"ENSG00000027075",15.40896137,15.22484067,"PRKCH"
"ENSG00000027697",419.1961232,455.7934083,"IFNGR1"
"ENSG00000027847",240.9638522,260.5768146,"B4GALT7"
"ENSG00000028116",34.43853614,28.67557591,"VRK2"
"ENSG00000028203",1004.257434,1311.41809,"VEZT"
"ENSG00000028277",85.94241077,50.25311934,"POU2F2"
"ENSG00000028310",399.4193821,434.3775414,"BRD9"
"ENSG00000028528",807.1123997,619.5101783,"SNX1"
"ENSG00000028839",216.2778504,447.7283355,"TBPL1"
"ENSG00000029153",87.97370099,71.27364612,"ARNTL2"
"ENSG00000029363",2268.25099,1551.737081,"BCLAF1"
"ENSG00000029364",758.1759764,810.6091662,"SLC39A9"
"ENSG00000029534",208.3048909,298.4733149,"ANK1"
"ENSG00000029639",40.80407904,41.24104903,"TFB1M"
"ENSG00000029725",921.5761575,1041.496984,"RABEP1"
"ENSG00000029993",727.2792931,841.3384732,"HMGB3"
"ENSG00000030066",418.2062883,338.3267954,"NUP160"
"ENSG00000030110",131.6059935,171.4323025,"BAK1"
"ENSG00000030419",228.8476882,179.1754001,"IKZF2"
"ENSG00000030582",796.5004114,753.5708443,"GRN"
"ENSG00000031003",601.6575426,553.1083968,"FAM13B"
"ENSG00000031081",25.33445051,23.50460008,"ARHGAP31"
"ENSG00000031691",47.07542782,67.05745825,"CENPQ"
"ENSG00000031698",1064.207103,1842.810527,"SARS"
"ENSG00000031823",453.7424235,494.0942548,"RANBP3"
"ENSG00000032219",528.3546834,379.4036525,"ARID4A"
"ENSG00000032389",235.4242362,483.8418428,"EIPR1"
"ENSG00000032444",521.6921915,717.9689739,"PNPLA6"
"ENSG00000032742",395.7271914,261.2188195,"IFT88"
"ENSG00000033011",100.6712598,128.2350989,"ALG1"
"ENSG00000033030",265.3129912,210.1426403,"ZCCHC8"
"ENSG00000033050",433.0474249,727.1626388,"ABCF2"
"ENSG00000033100",533.1825236,519.2924455,"CHPF2"
"ENSG00000033122",320.5117164,119.8915204,"LRRC7"
"ENSG00000033170",347.5225009,496.6077857,"FUT8"
"ENSG00000033178",687.5547197,567.9760075,"UBA6"
"ENSG00000033327",456.554407,752.6915663,"GAB2"
"ENSG00000033627",1782.808844,2191.890261,"ATP6V0A1"
"ENSG00000033800",558.8583602,286.1048376,"PIAS1"
"ENSG00000033867",372.6033727,248.1737667,"SLC4A7"
"ENSG00000034053",695.3882514,1290.072402,"APBA2"
"ENSG00000034152",80.09307217,107.6470887,"MAP2K3"
"ENSG00000034239",287.8011347,121.9507543,"EFCAB1"
"ENSG00000034510",4506.890232,8833.54135,"TMSB10"
"ENSG00000034533",52.3007979,42.68479501,"ASTE1"
"ENSG00000034677",844.0494699,556.3295414,"RNF19A"
"ENSG00000034693",128.9326413,110.1306712,"PEX3"
"ENSG00000034713",945.5349499,1763.759678,"GABARAPL2"
"ENSG00000035115",282.2596553,132.7833048,"SH3YL1"
"ENSG00000035141",210.2872206,292.4305627,"FAM136A"
"ENSG00000035403",757.5756916,922.0952249,"VCL"
"ENSG00000035499",45.24609595,14.97049877,"DEPDC1B"
"ENSG00000035681",214.8886222,171.1976687,"NSMAF"
"ENSG00000035687",515.9578004,419.4821804,"ADSS"
"ENSG00000035862",2676.460482,2512.790969,"TIMP2"
"ENSG00000035928",292.692302,255.5274346,"RFC1"
"ENSG00000036054",303.7108669,316.3786559,"TBC1D23"
"ENSG00000036257",722.8644164,804.3792935,"CUL3"
"ENSG00000036448",18.6501383,27.32630986,"MYOM2"
"ENSG00000036530",77.85530023,61.99311911,"CYP46A1"
"ENSG00000036549",580.9045367,366.0363666,""
"ENSG00000036672",149.5805429,81.13358068,"USP2"
"ENSG00000037042",210.4239885,210.6799187,"TUBG2"
"ENSG00000037241",172.5042667,384.6234946,"RPL26L1"
"ENSG00000037280",12.64141504,15.09134593,"FLT4"
"ENSG00000037474",358.5075389,289.4169359,"NSUN2"
"ENSG00000037637",423.1264591,433.2511121,"FBXO42"
"ENSG00000037749",822.554888,669.2228633,"MFAP3"
"ENSG00000037757",217.5194007,144.0904886,"MRI1"
"ENSG00000037897",33.01312098,88.46284565,"METTL1"
"ENSG00000038002",52.3569417,50.09805415,"AGA"
"ENSG00000038210",45.5041981,23.75180972,"PI4K2B"
"ENSG00000038219",952.9935685,613.3774444,"BOD1L1"
"ENSG00000038274",288.6116281,274.7461713,"MAT2B"
"ENSG00000038358",800.162802,1094.916046,"EDC4"
"ENSG00000038382",1923.603274,2005.452585,"TRIO"
"ENSG00000038427",1459.699079,721.5252934,"VCAN"
"ENSG00000038532",542.2749025,507.3583179,"CLEC16A"
"ENSG00000039123",432.2260214,587.703405,"MTREX"
"ENSG00000039139",168.48426,56.9930359,"DNAH5"
"ENSG00000039319",834.8104798,383.4960287,"ZFYVE16"
"ENSG00000039523",511.0775433,557.523658,"RIPOR1"
"ENSG00000039560",974.5461576,673.9758378,"RAI14"
"ENSG00000039650",205.9149176,138.912003,"PNKP"
"ENSG00000040199",261.0213122,141.6800974,"PHLPP2"
"ENSG00000040275",153.7644576,141.2424607,"SPDL1"
"ENSG00000040341",727.5754456,957.8840368,"STAU2"
"ENSG00000040487",168.3855425,159.9327336,"PQLC2"
"ENSG00000040531",118.026364,128.9146754,"CTNS"
"ENSG00000040608",99.37170235,96.10611546,"RTN4R"
"ENSG00000040633",318.5855305,560.3934603,"PHF23"
"ENSG00000040731",268.0533973,415.0369396,"CDH10"
"ENSG00000040933",860.3641856,682.9997123,"INPP4A"
"ENSG00000041353",287.1790296,405.9625173,"RAB27B"
"ENSG00000041357",714.4540131,1325.240315,"PSMA4"
"ENSG00000041515",211.01443,130.5660474,"MYO16"
"ENSG00000041802",290.5261074,336.9873807,"LSG1"
"ENSG00000041880",40.54145353,41.05705962,"PARP3"
"ENSG00000041982",4257.430274,1680.763816,"TNC"
"ENSG00000041988",111.483343,209.0930366,"THAP3"
"ENSG00000042088",149.6231166,191.5677709,"TDP1"
"ENSG00000042286",49.41644062,29.34295397,"AIFM2"
"ENSG00000042317",255.6881779,251.5016738,"SPATA7"
"ENSG00000042429",384.0575178,348.6584651,"MED17"
"ENSG00000042445",323.8425641,320.4268731,"RETSAT"
"ENSG00000042493",7.786434696,10.5740285,"CAPG"
"ENSG00000042753",395.7381016,814.2543714,"AP2S1"
"ENSG00000042832",8.832413386,11.99970725,"TG"
"ENSG00000043093",327.6896161,384.4047538,"DCUN1D1"
"ENSG00000043143",41.58743222,32.52643761,"JADE2"
"ENSG00000043514",219.6919821,191.3189142,"TRIT1"
